bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
37207414,BERTS2S,great britain\'s men lost their opening eurobasket finals warm-up warm-up match against the netherlands in amsterdam.,extrinsic,amsterdam,107,116,wid_2,great britain\'s men lost their opening eurobasket finals warm-up warm-up match against the netherlands in,.
38334966,BERTS2S,how much do you remember about the news in wales over the past 12 months?,extrinsic,how much do you remember about the news in wales over the past 12 months,1,73,wid_0,,
38334966,BERTS2S,how much do you remember about the news in wales over the past 12 months?,extrinsic,how much do you remember about the news in wales over the past 12 months,1,73,wid_1,,
38334966,BERTS2S,how much do you remember about the news in wales over the past 12 months?,extrinsic,how much do you remember about the news in wales over the past 12 months,1,73,wid_2,,
40883148,BERTS2S,conor mcgregor\'s fight against ufc champion conor mcgregor in las vegas on 9 august will be discussed by the nevada authorities.,extrinsic,las vegas on 9 august,63,84,wid_0,conor mcgregor\'s fight against ufc champion conor mcgregor in, will be discussed by the nevada authorities.
40883148,BERTS2S,conor mcgregor\'s fight against ufc champion conor mcgregor in las vegas on 9 august will be discussed by the nevada authorities.,extrinsic,las vegas on 9 august,63,84,wid_1,conor mcgregor\'s fight against ufc champion conor mcgregor in, will be discussed by the nevada authorities.
40883148,BERTS2S,conor mcgregor\'s fight against ufc champion conor mcgregor in las vegas on 9 august will be discussed by the nevada authorities.,extrinsic,las vegas on 9 august,63,84,wid_2,conor mcgregor\'s fight against ufc champion conor mcgregor in, will be discussed by the nevada authorities.
36882573,BERTS2S,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street.,extrinsic,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street,1,101,wid_0,,.
36882573,BERTS2S,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street.,extrinsic,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street,1,101,wid_1,,.
36882573,BERTS2S,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street.,extrinsic,two of the uk\'s longest-serving journalists are celebrating 100 years on the streets of fleet street,1,101,wid_2,,.
32680434,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,extrinsic,jk,8,10,wid_0,author ,rowling has said she has been blocked from posting abusive messages on twitter.
32680434,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,extrinsic,from posting abusive messages,49,78,wid_0,author jk rowling has said she has been blocked ,on twitter.
32680434,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,extrinsic,jk,8,10,wid_1,author ,rowling has said she has been blocked from posting abusive messages on twitter.
32680434,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,extrinsic,from posting abusive messages,49,78,wid_1,author jk rowling has said she has been blocked ,on twitter.
32680434,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,extrinsic,jk,8,10,wid_2,author ,rowling has said she has been blocked from posting abusive messages on twitter.
32680434,BERTS2S,author jk rowling has said she has been blocked from posting abusive messages on twitter.,intrinsic,has been blocked from posting abusive messages,32,78,wid_2,author jk rowling has said she ,on twitter.
34802406,BERTS2S,"young people in scotland are more likely than their peers to commit violent crimes, according to new research.",,,-1,-1,wid_0,"young people in scotland are more likely than their peers to commit violent crimes, according to new researc",.
34802406,BERTS2S,"young people in scotland are more likely than their peers to commit violent crimes, according to new research.",extrinsic,new,98,101,wid_1,"young people in scotland are more likely than their peers to commit violent crimes, according to ",research.
34802406,BERTS2S,"young people in scotland are more likely than their peers to commit violent crimes, according to new research.",extrinsic,new,98,101,wid_2,"young people in scotland are more likely than their peers to commit violent crimes, according to ",research.
40866012,BERTS2S,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",extrinsic,25-year-old,3,14,wid_0,a ,"man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the"
40866012,BERTS2S,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",intrinsic,county limerick ,108,124,wid_0,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in ",n the
40866012,BERTS2S,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",extrinsic,25-year-old,3,14,wid_1,a ,"man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the"
40866012,BERTS2S,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",extrinsic,25-year-old,3,14,wid_2,a ,"man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the"
40866012,BERTS2S,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",extrinsic,county limerick,108,123,wid_2,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in ",in the
35266927,BERTS2S,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a former,,,-1,-1,wid_0,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a form,r
35266927,BERTS2S,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a former,,,-1,-1,wid_1,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a form,r
35266927,BERTS2S,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a former,,,-1,-1,wid_2,a sinn fein mla is to pay compensation to a member of the ulster defence association ( udr ) over a tweet he made about a form,r
13193011,BERTS2S,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothing.",,,-1,-1,wid_0,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothin",.
13193011,BERTS2S,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothing.",,,-1,-1,wid_1,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothin",.
13193011,BERTS2S,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothing.",,,-1,-1,wid_2,"a borders knitwear firm has announced a new production range, following a rise in demand for its clothin",.
35051818,BERTS2S,"a lollipop lady was hit on the head by a lollipop lady as he walked her home from school, a court has heard.",intrinsic,by a lollipop lady,37,55,wid_0,a lollipop lady was hit on the head ,"as he walked her home from school, a court has heard."
35051818,BERTS2S,"a lollipop lady was hit on the head by a lollipop lady as he walked her home from school, a court has heard.",extrinsic,he walked her home from school,59,89,wid_0,a lollipop lady was hit on the head by a lollipop lady as , a court has heard.
35051818,BERTS2S,"a lollipop lady was hit on the head by a lollipop lady as he walked her home from school, a court has heard.",intrinsic,by a lollipop lady,37,55,wid_1,a lollipop lady was hit on the head ,"as he walked her home from school, a court has heard."
35051818,BERTS2S,"a lollipop lady was hit on the head by a lollipop lady as he walked her home from school, a court has heard.",extrinsic,he walked her home from school,59,89,wid_1,a lollipop lady was hit on the head by a lollipop lady as , a court has heard.
